User_ID,Subscription_Type,Join_Date,Churn_Flag,Age,Gender,Monthly_Viewing_Hours,Genres_Watched,Support_Tickets,Discount_Used,Payment_Method,Auto_Renew_Enabled,Last_Login_Date,Number_of_Devices
ef03614f-a096-43de-b047-a612a612a61c,Standard,26/04/2024,0,58,M,39.6,7,1,No,Credit Card,No,30/04/2025,2
6e180651-3cbd-4e1e-ae10-99c77378cd25,Standard,16/06/2024,0,20,Other,15.4,5,1,Yes,Credit Card,Yes,20/04/2025,5
b23a6fa7-43fa-4920-84f4-a76cb8260cf1,Basic,22/09/2024,1,45,Other,15.5,5,3,No,PayPal,No,9/4/2025,2
b7ff57c3-9db6-4c1c-80e7-717e465063ff,Standard,29/05/2024,0,46,Other,37.1,3,0,No,Credit Card,Yes,30/04/2025,3
6d85277f-ccfa-4a69-887d-cbce4c2da751,Standard,5/6/2023,0,26,F,31.8,5,1,Yes,Credit Card,Yes,21/04/2025,1
7d379196-42cd-4515-8b78-63b947ceee7b,Free Trial,18/08/2023,0,20,F,41.6,5,3,No,Mobile Money,Yes,21/04/2025,1
f3b230de-23ad-4759-8cf1-d62dfbb248cf,Standard,16/05/2024,1,42,Other,38,4,3,No,Mobile Money,Yes,26/04/2025,1
e4b4d704-de30-4a6d-9e5e-cdb1fea810d7,Standard,29/07/2023,1,51,M,40.5,3,0,No,Mobile Money,Yes,20/04/2025,4
bb57fe84-328d-40a4-834c-b695ac554c06,Basic,25/06/2023,0,29,M,49.1,3,1,No,Mobile Money,Yes,16/04/2025,2
374d26ef-abd1-4167-ac15-d2030d7db80e,Basic,2/11/2024,1,59,F,33.1,5,2,No,PayPal,Yes,23/04/2025,3
17a3c9f1-6a99-47d5-ac48-8bdb947b7ef7,Premium,18/03/2025,0,26,M,36.7,10,1,No,Mobile Money,No,30/04/2025,5
683c151b-780e-43d7-80e0-51c1b133aeba,Free Trial,15/03/2025,0,32,F,61.8,2,0,No,Credit Card,Yes,8/4/2025,3
be8351d4-22b0-4451-ae48-e63794c81ecb,Standard,25/05/2024,0,57,Other,40,5,0,No,Mobile Money,Yes,29/04/2025,2
a75f4f11-cb98-4657-a04f-1c0bb579a41d,Standard,17/02/2024,0,42,F,37.3,3,0,Yes,PayPal,No,11/4/2025,1
4fb77c27-2565-47bb-bbda-3d58ba0c398c,Premium,23/11/2023,1,22,F,41.2,4,1,No,Mobile Money,No,29/04/2025,4
b377cf25-853c-49d4-9225-d61be90a08a3,Standard,27/10/2023,1,28,Other,37.6,6,1,Yes,Mobile Money,No,6/4/2025,2
52121765-5e06-4441-943b-cc75d695d6fb,Free Trial,3/11/2024,1,51,M,29.4,3,1,No,PayPal,No,16/04/2025,2
6beacc78-5528-4421-8943-5d04bc301957,Premium,21/08/2024,0,41,F,25,4,0,Yes,PayPal,Yes,15/04/2025,5
e1ec2b9b-e4e0-477c-9d2f-8effab5f3340,Free Trial,28/07/2024,1,32,F,28.5,4,0,No,PayPal,Yes,11/4/2025,3
c2a3c9a3-806b-478c-b464-5e6a75fb8c23,Premium,7/10/2023,0,55,Other,53.1,5,1,Yes,PayPal,No,12/4/2025,3
679301f6-4c22-4b91-aa0e-07a2abf64b98,Premium,28/06/2024,1,25,M,30.6,8,2,Yes,PayPal,Yes,15/04/2025,5
710b7217-a584-4fd1-8f12-f81bbd30df4c,Basic,19/06/2024,0,22,F,37.7,5,1,No,PayPal,No,7/4/2025,4
6557fcc1-196a-4959-a610-c4cb3ef7b664,Free Trial,5/5/2024,0,65,Other,50.5,6,3,Yes,Credit Card,Yes,27/04/2025,1
ad3d6807-cbf4-4902-b847-49f8506b02c2,Standard,16/04/2024,0,43,F,35.8,3,1,No,Mobile Money,Yes,1/5/2025,1
e65c4135-fc7b-44a9-8d7f-7a9314970b42,Standard,19/09/2023,1,35,Other,49.5,4,0,No,Mobile Money,Yes,3/5/2025,4
35fc47d5-bff7-4a92-9989-3fc2c4a053a2,Free Trial,26/06/2024,1,23,M,16.9,5,0,Yes,PayPal,Yes,14/04/2025,5
2fa1adc5-8551-45fd-87dc-0b6acd401800,Standard,15/11/2024,1,54,M,38,6,0,No,PayPal,Yes,26/04/2025,2
49f2ee1f-c0ff-41d5-8a27-3f1254a5bb65,Standard,23/02/2025,1,65,M,41.2,7,0,Yes,Credit Card,No,15/04/2025,3
e7dde6a5-057e-4d91-8a93-c123153a07f6,Free Trial,13/06/2024,0,30,M,40.3,5,1,Yes,Credit Card,Yes,19/04/2025,2
363325b1-8ae9-44be-b205-61c5b3b867ae,Premium,23/06/2023,1,45,F,15.2,2,3,No,PayPal,Yes,11/4/2025,3
88e75f1b-3a1e-4919-b737-bfc5a650a95c,Free Trial,27/04/2025,1,22,F,58,6,0,No,Credit Card,Yes,16/04/2025,2
f9d6f8b3-d511-40a0-9317-39e07aad5bb7,Premium,9/11/2024,0,30,M,27.2,4,1,No,Credit Card,Yes,26/04/2025,5
b9ad0805-ae14-43cc-8100-f6ec3187336a,Standard,28/12/2023,0,34,M,45,2,0,No,PayPal,Yes,16/04/2025,5
399ad937-0cb3-47c9-9f1d-87a7ef95f43e,Standard,11/12/2024,0,67,M,40.1,4,0,No,PayPal,No,1/5/2025,4
728756b4-4021-4b68-98f1-959dc1f6ce04,Standard,7/7/2023,1,57,F,55.1,2,0,Yes,PayPal,Yes,29/04/2025,2
6b90ea58-ad80-473c-bff1-8b330c06deaa,Basic,7/11/2024,0,62,M,72.8,3,1,Yes,PayPal,No,29/04/2025,2
0469a9ca-75c2-48f0-b92e-4671dfbfe8a4,Premium,13/07/2023,0,49,M,20.6,4,1,No,Mobile Money,Yes,21/04/2025,4
a210dea1-2653-4014-8dbc-0079063e5e3e,Basic,19/06/2023,0,46,M,30.3,7,1,No,Mobile Money,Yes,29/04/2025,4
04fd1762-6763-4885-9b9f-5bf0538fba1c,Basic,20/10/2024,1,68,Other,42.8,5,0,No,PayPal,No,22/04/2025,5
cf6b38bb-9a77-4c63-a687-733e2cbd5170,Free Trial,15/07/2023,0,20,M,23.4,5,0,Yes,Credit Card,Yes,16/04/2025,5
22950e09-ff9f-4e53-a526-3e222e4fa2fa,Basic,30/11/2023,1,57,Other,51.7,7,3,Yes,PayPal,Yes,4/5/2025,2
91e61a85-d449-47f0-8439-a3d0c38083e7,Free Trial,29/04/2024,1,51,Other,52.7,9,1,Yes,Mobile Money,No,3/5/2025,5
3607ad61-1139-4833-bb59-e911848569f1,Free Trial,30/07/2024,0,57,M,48.4,7,1,No,Credit Card,Yes,19/04/2025,5
8e7c54c1-ca9b-40ba-b75e-bfd25d828b74,Basic,31/05/2023,0,44,Other,43.5,6,1,No,Mobile Money,No,4/5/2025,2
78e903e2-8c0b-4514-a90c-e94e6c59b853,Premium,2/6/2023,1,30,M,60.5,6,1,Yes,PayPal,No,1/5/2025,4
a9d40bec-b658-4468-860d-d024fd651186,Premium,2/1/2025,0,62,F,22.7,9,1,No,Mobile Money,No,26/04/2025,2
9be0f777-1674-4f4a-a552-24a51d6a9a27,Premium,25/11/2024,0,50,F,41,2,0,No,Mobile Money,Yes,2/5/2025,1
dfbcc245-fae9-42f3-84ff-30b07c50ad66,Premium,10/4/2024,1,23,F,28.9,3,2,Yes,Mobile Money,Yes,25/04/2025,2
d01c0d37-5979-45f8-8ebc-a6d4dfacf450,Premium,24/02/2025,1,41,F,53.3,9,1,Yes,Credit Card,No,2/5/2025,1
e308aae9-a7b3-4818-bdc9-7b61c017d05c,Basic,21/05/2024,0,36,Other,12.5,3,3,No,Mobile Money,Yes,10/4/2025,2
5804749c-cf37-4615-abf7-58dc3c6a5a14,Basic,8/10/2023,1,33,M,39.6,8,0,Yes,Credit Card,No,10/4/2025,1
7ecd63ba-5660-4cdf-9f95-a23447ffb56a,Standard,7/10/2024,0,57,M,45,5,1,No,PayPal,Yes,8/4/2025,1
177896bd-f9b1-4d66-96a6-25fcc6c9f432,Premium,17/07/2024,0,45,M,25.8,4,3,Yes,PayPal,No,24/04/2025,2
b4b05939-7b7e-4f1b-b5a3-26481f9b9277,Basic,20/09/2023,0,50,F,30.6,9,0,Yes,Mobile Money,Yes,1/5/2025,5
6d2f4c18-91d3-4609-946b-72b1ed1946a0,Standard,19/02/2024,1,65,F,40.2,2,0,No,Credit Card,No,15/04/2025,3
f828f01e-d161-4a75-9deb-2fdcaff624f8,Premium,13/10/2023,0,58,M,54.3,5,1,No,PayPal,Yes,22/04/2025,5
849a67b5-dd85-4bea-8631-e89c19946bde,Free Trial,6/9/2023,0,30,F,24.5,10,0,Yes,Credit Card,No,1/5/2025,1
27804091-572a-42f6-a7fd-148a4967778a,Standard,12/9/2024,0,60,M,27.1,5,2,No,Credit Card,Yes,15/04/2025,2
dff22bc7-ac50-4aa1-bce3-310067f0951d,Basic,9/5/2023,1,62,M,56.9,4,3,Yes,Mobile Money,No,20/04/2025,2
e7341f4a-adf7-4c82-8b21-7552e2071379,Free Trial,5/11/2024,1,42,M,35.9,7,0,No,Mobile Money,Yes,19/04/2025,2
9aceaeff-6dc1-44ba-83da-ef40cd188866,Free Trial,2/4/2025,1,59,M,28.3,3,1,Yes,Credit Card,Yes,24/04/2025,2
e932fa7f-7beb-4f4a-aa8c-a14577a2a1e5,Free Trial,25/08/2023,1,53,M,50.9,6,0,Yes,Credit Card,No,4/5/2025,3
a7f6f296-533a-4a97-ad96-53fd61c2a521,Standard,6/1/2024,1,44,M,32.7,3,1,Yes,Mobile Money,Yes,4/5/2025,4
898753e2-b4fd-4747-9c89-e2ab3f909989,Basic,22/10/2023,0,55,M,55.4,3,1,No,Credit Card,Yes,1/5/2025,1
ca9cc54a-9465-4a74-8c83-699fe0a81d32,Free Trial,18/02/2024,1,24,F,30,4,3,Yes,Mobile Money,Yes,11/4/2025,3
e9685d7b-de1a-4f19-b851-80584397d10f,Premium,13/11/2024,1,22,M,37.6,1,2,Yes,Credit Card,Yes,22/04/2025,5
2212e28d-8b37-4512-a3fa-93564bb054dd,Free Trial,14/06/2024,1,60,M,54.2,2,1,Yes,Mobile Money,No,13/04/2025,4
e0c446f7-0507-4b21-916e-6a16d33e1741,Free Trial,20/06/2023,0,62,F,36.6,4,0,Yes,Credit Card,Yes,7/4/2025,4
c6aa8d63-49fa-44c8-8320-912b43a2c4f1,Standard,15/04/2025,1,68,F,51.3,5,0,No,Mobile Money,Yes,14/04/2025,2
2e3fa2ab-7e1e-4083-8588-3195aa526106,Standard,30/03/2024,1,48,F,39,8,0,No,Credit Card,No,24/04/2025,3
0bf44660-c01a-421c-96f5-05923a04597b,Basic,25/07/2023,0,40,M,69.7,7,0,Yes,PayPal,Yes,15/04/2025,5
560cccce-a874-4f31-87e9-ca0aed2494c9,Premium,19/03/2025,1,59,Other,63.5,7,0,Yes,PayPal,No,4/5/2025,2
5142123e-487c-4e2d-884d-913bbeb7f9bd,Standard,24/05/2024,0,27,Other,20.1,2,0,No,Credit Card,Yes,17/04/2025,2
7329c91e-bca5-4516-8bc0-d565f1f459a3,Free Trial,10/6/2023,0,49,F,47.8,6,1,Yes,PayPal,No,8/4/2025,1
3bf4767f-9528-45d6-ae2f-4ae2f9cf33ae,Basic,7/7/2023,0,60,Other,27.8,8,1,No,Credit Card,Yes,7/4/2025,4
2bbdc6a2-7ff2-4408-9e13-e36c5dfd7119,Free Trial,19/10/2024,0,47,F,42.9,6,3,Yes,Credit Card,No,12/4/2025,5
c9aafda8-d30f-46f3-8e7b-8b93d6ba6a58,Free Trial,12/11/2023,0,56,M,41,4,0,No,PayPal,No,30/04/2025,4
209b9172-5f12-4886-a151-7263bdc0cd72,Standard,28/09/2023,1,48,Other,24.2,4,4,Yes,Credit Card,No,11/4/2025,3
4309be57-bb7d-4a8f-ace8-5cefed6d91b1,Basic,12/9/2024,0,35,M,55.9,4,1,No,Mobile Money,Yes,16/04/2025,1
f1268cd1-f136-4105-b258-5eb2b1f7473c,Premium,17/07/2023,0,53,Other,43,1,1,No,Credit Card,No,25/04/2025,2
f8ff450d-d32b-4f58-b791-7b33deb02c34,Premium,8/3/2024,1,19,M,35.7,6,1,No,Credit Card,Yes,27/04/2025,1
6b771f23-9bbe-47c5-8fa0-304291f52ec6,Standard,11/4/2025,0,31,Other,33.4,8,0,Yes,PayPal,No,10/4/2025,2
dcd80d97-7d0f-4310-9b93-4eef528ef5ac,Standard,16/12/2023,1,30,M,42.1,7,2,No,Mobile Money,No,9/4/2025,1
e61ff012-c566-42c5-840a-0525b0eb4043,Basic,14/02/2024,1,46,M,46.1,7,0,No,Credit Card,No,29/04/2025,2
84917dee-8a98-4b4e-9244-80960a9fadbb,Premium,29/08/2023,1,29,Other,38.1,6,0,Yes,Credit Card,Yes,16/04/2025,4
917a8164-2978-433c-80aa-caab4e40b0c3,Premium,29/04/2025,0,56,M,0,6,3,Yes,Credit Card,Yes,2/5/2025,4
8e746b2a-9c6e-44ad-b2bd-c16cfddc3ccf,Premium,10/8/2024,0,19,M,40.3,4,2,Yes,Credit Card,No,1/5/2025,4
23a1b133-d9ec-44bf-8fbe-4c22654cd557,Free Trial,29/03/2024,0,49,M,18.4,3,1,Yes,Credit Card,No,28/04/2025,4
affa6a76-fdd8-4501-a9c2-79e5bf65122b,Premium,29/10/2023,1,30,Other,36.9,6,2,No,Credit Card,No,25/04/2025,1
6340974f-f925-46ff-9dbc-24f59b6d41a4,Free Trial,16/05/2023,0,63,Other,18.9,3,0,Yes,Mobile Money,No,3/5/2025,2
db1e1cfc-2270-40b4-a27d-a0f15e520265,Basic,18/01/2024,0,44,M,18.8,10,0,Yes,Mobile Money,No,9/4/2025,4
29cde832-ad94-4f99-b952-8420e5aaf0fe,Free Trial,2/6/2024,0,66,M,58.5,5,1,Yes,Credit Card,No,7/4/2025,1
5f570f0f-f99e-4e9d-8fcc-ff2e94066af6,Basic,10/7/2023,1,58,Other,35.2,6,0,Yes,Credit Card,No,12/4/2025,2
1c92a5ba-3c7c-4628-8921-268d233c2896,Premium,15/01/2024,1,34,Other,34.1,6,2,Yes,PayPal,No,23/04/2025,1
518f7809-5761-4679-8bc5-8647af5d3eda,Premium,25/05/2023,0,57,M,47.2,4,3,Yes,Mobile Money,Yes,1/5/2025,4
66b22e58-7a19-45ee-bf13-1f07657d5d4d,Basic,23/05/2023,0,48,M,34.4,6,1,Yes,Mobile Money,No,20/04/2025,3
505da583-7b97-40e4-ba12-08fb5c8a2360,Standard,3/6/2023,0,51,M,71.6,5,1,No,Credit Card,Yes,30/04/2025,1
2445a9e1-4594-4e05-b500-dd3b3dd800de,Basic,3/2/2025,0,41,F,35.9,3,0,No,Mobile Money,No,5/5/2025,4
c2f90494-38b6-4c85-ba36-85e5dff496ad,Standard,19/11/2024,1,62,Other,45.5,2,1,No,Mobile Money,Yes,14/04/2025,5
68d76f00-a8bf-4ea3-903a-9e3fa4ca94fb,Free Trial,30/07/2024,1,52,F,54.6,3,2,No,PayPal,Yes,8/4/2025,2
012802a1-2e68-4614-a3e1-ab580acb572c,Free Trial,6/1/2025,1,65,Other,64,2,1,No,PayPal,No,4/5/2025,4
39d0cf85-b387-4e1a-a8d8-d4516a545951,Free Trial,2/5/2025,1,23,Other,28.9,8,0,Yes,Mobile Money,Yes,12/4/2025,5
58309e2e-fe99-4b83-a306-2e71bc317224,Premium,30/08/2024,0,36,Other,33.7,7,2,Yes,Mobile Money,Yes,7/4/2025,1
15514c59-e0f8-471a-b445-17f4c1cd2235,Free Trial,23/04/2024,0,47,Other,59.1,4,1,Yes,Mobile Money,No,5/5/2025,1
8a349863-bda3-4b53-afb9-8adb19e019d5,Standard,8/8/2024,0,24,Other,52.2,3,0,Yes,Credit Card,No,20/04/2025,5
75ee2e19-3f86-413e-ac44-bdc86ec07c0b,Free Trial,7/4/2024,1,27,Other,56.1,3,0,No,PayPal,No,21/04/2025,5
42b1d909-3abb-4182-87fc-4e0d19cb900b,Basic,2/9/2024,0,58,Other,19.5,6,1,No,Credit Card,Yes,22/04/2025,2
9a41d600-b905-4909-a098-269e4e68b4ea,Basic,28/06/2024,1,49,F,63.2,5,1,Yes,PayPal,No,9/4/2025,1
8f0684ba-0b87-4c45-8fda-7b6022b6ccc7,Premium,30/07/2024,1,51,M,28.6,1,2,Yes,PayPal,Yes,12/4/2025,5
a76570e1-325c-484a-b604-aaad6172a44d,Basic,9/4/2024,0,45,M,42.9,8,0,No,PayPal,No,3/5/2025,3
11a21174-2403-4711-bb60-222121edf7d1,Standard,26/04/2025,0,32,F,37.8,9,3,No,Mobile Money,No,12/4/2025,3
af31ea1d-e27c-43d0-ac64-ed9fe7e3a97a,Free Trial,9/10/2023,0,47,F,26.8,4,1,No,PayPal,Yes,7/4/2025,5
3b9ab8cd-9e10-4da5-b3fe-5ad4b6b03c1a,Premium,12/4/2024,1,54,F,18.8,7,0,Yes,Credit Card,Yes,16/04/2025,2
e2e46f57-4aeb-40cc-aa15-3aa1ec761a52,Free Trial,25/09/2024,0,46,F,13.8,3,1,Yes,PayPal,Yes,21/04/2025,1
cc1074b6-87ba-49b5-8e70-2365276ac64d,Free Trial,11/2/2025,1,39,Other,41.8,7,0,No,Credit Card,No,16/04/2025,3
71172f80-07c0-49c4-9228-2253ccfde985,Standard,5/7/2024,0,21,M,17.1,5,0,No,PayPal,No,27/04/2025,5
781c64ab-373c-4d5d-b8cb-d61453ea9342,Basic,19/12/2023,1,37,Other,23,6,0,Yes,PayPal,No,23/04/2025,5
36b5cb14-2eb0-4c52-9592-b85c07238715,Basic,24/09/2023,1,49,M,36.7,8,1,Yes,Mobile Money,Yes,6/4/2025,4
2b978c3f-5103-4dc7-8000-bea01e029748,Free Trial,9/1/2024,0,53,M,0.4,2,0,Yes,Credit Card,Yes,3/5/2025,5
4de4ea0b-44ba-4bfc-b72f-d3947aaf2f65,Premium,6/5/2024,1,67,F,51.7,4,0,Yes,PayPal,Yes,5/5/2025,2
d5dc5de7-7b75-47a7-a391-8a0926d9fe84,Basic,19/10/2023,1,21,Other,3.9,9,0,No,PayPal,Yes,29/04/2025,3
4a0a4fa3-b490-4b2c-a64b-2bde918605f7,Premium,23/07/2024,0,44,F,38.8,4,1,No,Credit Card,No,17/04/2025,4
cac31288-3762-40a5-9537-b01811a2075e,Basic,17/02/2024,1,34,Other,40.2,4,1,No,PayPal,Yes,17/04/2025,3
3b35f52f-74a2-4601-b452-69c5e920dfc8,Premium,28/02/2025,0,29,M,48.1,3,0,Yes,Mobile Money,Yes,10/4/2025,3
f6f40443-ef0d-4779-b11a-ef3aab1662f7,Standard,30/09/2023,1,39,F,39.4,4,2,Yes,Credit Card,No,13/04/2025,2
be6ae7db-048a-4f80-b8df-1f006ae0d523,Premium,7/3/2025,0,34,F,70.3,4,2,Yes,Mobile Money,No,19/04/2025,5
e565f4d8-a92e-4437-a1a5-fa663f9a9add,Standard,1/10/2023,0,27,M,43.2,6,3,No,Credit Card,Yes,7/4/2025,2
d0faf57a-c167-4190-9510-d1a81a23d2a4,Standard,25/01/2024,1,18,M,55.8,7,1,No,Credit Card,Yes,6/4/2025,5
b41fc275-96cb-440a-b315-a3b816768f3f,Premium,8/8/2023,1,39,M,29.1,3,0,No,Credit Card,Yes,18/04/2025,4
5b4b6d6f-5ba7-4503-9ca2-f70aaef14af3,Standard,28/03/2025,1,43,F,41.8,6,0,Yes,PayPal,Yes,9/4/2025,2
aac57b7f-d1cd-4e68-aeb4-8b98180a9ca6,Free Trial,2/6/2023,1,35,Other,63.2,8,0,Yes,Credit Card,Yes,23/04/2025,2
3677ee26-79b3-4cf5-b519-7c1835261503,Standard,15/02/2025,1,67,F,36.4,7,2,No,Credit Card,Yes,2/5/2025,1
80690d69-97ab-48a6-b640-0d3eae325a35,Basic,6/12/2024,0,31,Other,42.9,3,0,Yes,Credit Card,No,6/4/2025,2
b375d048-7db4-4be4-a230-2e4f55f2104c,Premium,4/7/2023,1,64,F,54.7,4,2,No,Mobile Money,No,8/4/2025,1
ebf125b3-16d4-48c1-9bd2-6b3a4d8afe79,Free Trial,3/3/2024,0,46,F,28.9,6,3,No,Credit Card,No,28/04/2025,5
5acb6f67-fd7e-4240-8c2e-8387108cc75b,Premium,17/10/2023,0,29,M,7.6,8,1,No,PayPal,No,16/04/2025,5
cbbb3c5e-c393-476f-8d5e-2cddfb0ad1d3,Basic,22/01/2024,1,53,Other,43.8,3,1,No,Credit Card,Yes,17/04/2025,5
e691d4a2-8509-4af0-be71-5ad51a6a9d4e,Basic,24/08/2023,0,52,F,54.8,4,0,Yes,Credit Card,Yes,19/04/2025,1
c16113c6-d410-465c-a02c-e9fedf013c62,Basic,4/4/2025,0,69,F,19.7,3,0,Yes,Mobile Money,Yes,21/04/2025,5
23d93d48-aebe-474b-8cd9-30589389bf66,Standard,14/02/2025,0,29,M,50.1,8,1,Yes,PayPal,Yes,2/5/2025,3
c886bb04-babf-4b81-b557-7e37a7d98863,Standard,20/12/2024,0,24,M,50.2,1,0,Yes,PayPal,No,5/5/2025,2
a180b021-dd6f-4f81-b205-3ad3106c7609,Premium,2/10/2023,1,46,Other,5.9,3,0,Yes,PayPal,Yes,4/5/2025,1
aea41360-b8f7-44d6-9089-ff177c33a3fe,Premium,13/06/2024,0,28,F,26,7,3,Yes,Credit Card,Yes,25/04/2025,5
acd73fa3-8189-42f5-a570-38eb27cdbff3,Free Trial,25/07/2024,1,50,Other,34.1,5,1,No,Credit Card,Yes,28/04/2025,3
4a9054e4-f51f-49cd-9584-b1a06585ab80,Free Trial,26/12/2024,1,23,F,37.3,9,1,Yes,PayPal,Yes,18/04/2025,2
920f99de-ce3b-496c-967f-ede69e230725,Premium,8/6/2024,0,64,Other,28.9,5,1,Yes,PayPal,No,2/5/2025,2
deea52bd-146f-4392-9aea-d8eabb8d5079,Standard,6/1/2024,1,32,M,28,4,1,Yes,Mobile Money,Yes,4/5/2025,5
06cb526b-2298-4aab-85c1-e9d7bb828e84,Basic,23/12/2023,1,49,F,65.1,5,1,No,PayPal,No,17/04/2025,3
cd55ca39-6ac8-4982-b350-131d91d6c3be,Premium,3/1/2024,1,68,Other,38.4,7,1,Yes,Credit Card,Yes,2/5/2025,1
2eac9a04-cac6-4e5b-ac91-df3c10752573,Free Trial,12/8/2024,0,28,M,29.6,3,0,No,Credit Card,Yes,12/4/2025,5
b6581bc5-1b73-46ad-b05a-deff1cdd4694,Standard,26/04/2024,1,40,M,39.4,6,0,Yes,Credit Card,Yes,26/04/2025,2
02d994f7-79cc-432b-b9d7-bf35f6e3c5d4,Premium,10/3/2025,1,43,Other,48.1,7,1,Yes,Mobile Money,No,17/04/2025,2
aa641d77-5182-48f5-92ce-b7de345695f3,Premium,3/2/2025,1,51,F,40.8,4,2,Yes,PayPal,Yes,2/5/2025,2
52bf3999-c559-4480-b776-8b4916f3c8e4,Standard,29/11/2024,0,63,F,36.9,4,1,No,Credit Card,Yes,14/04/2025,5
0b428763-c9b9-45cd-9abf-ae2e47917ce0,Premium,10/9/2024,1,51,M,30.2,4,1,No,Mobile Money,Yes,27/04/2025,4
45558f50-9854-4ba6-9d78-1793a54e81f5,Standard,29/03/2025,0,46,F,30.1,3,2,Yes,Mobile Money,No,7/4/2025,4
74bca9c5-273a-4535-b3ad-f4132e74a124,Basic,19/03/2024,0,21,F,31,4,0,Yes,Credit Card,No,26/04/2025,4
5c6cacea-33d4-407c-a3bd-24f0a20e0f8b,Standard,3/10/2024,0,34,F,45.1,2,0,Yes,Mobile Money,Yes,26/04/2025,3
5a514a49-abda-479a-9c02-61dddb9e87e8,Standard,15/08/2024,0,52,M,25.1,7,1,No,Mobile Money,No,15/04/2025,5
21bfd484-8e50-4ba8-9cf4-9ae0eebcfc7c,Standard,4/12/2023,0,30,Other,45.9,6,0,No,Credit Card,Yes,9/4/2025,2
3d1ada66-d44b-42d9-9bfd-35f9c86da856,Premium,5/9/2024,0,58,F,61.2,7,1,Yes,Mobile Money,Yes,18/04/2025,3
3146ad72-11fe-4875-a38c-2f8bca44dad7,Premium,1/5/2025,1,56,M,44.9,5,3,No,Credit Card,No,3/5/2025,4
c080cca7-7766-416b-8836-a78b4e100b95,Standard,8/11/2023,0,32,M,34.5,4,0,No,Credit Card,Yes,9/4/2025,1
b7065df8-abc9-4c03-822e-3c5ec0200369,Premium,18/12/2024,1,46,Other,20.5,5,1,No,Mobile Money,Yes,15/04/2025,3
aca993e1-ce4e-4f6b-b828-7681c2c0a1e2,Free Trial,18/03/2025,1,46,F,63.7,4,0,No,Credit Card,No,13/04/2025,3
95fd6cda-ebaf-450e-bf09-986fb33c1413,Free Trial,18/01/2025,0,28,F,22.4,7,0,Yes,Credit Card,No,9/4/2025,5
df3ee1d7-3e12-44f0-aa46-0c35d9b7042c,Premium,20/05/2023,1,69,Other,52.7,5,0,Yes,PayPal,No,12/4/2025,3
c9a9e354-fb2c-4c14-ac93-86dff6b3a0a0,Premium,1/7/2024,1,49,Other,49.6,6,0,No,Credit Card,No,15/04/2025,5
69e96ae4-5978-40fc-93b4-19d52053f900,Standard,24/03/2025,1,19,M,36.4,5,1,No,PayPal,Yes,3/5/2025,1
abbeb4ae-7bdc-4a3f-a9f0-be4525c22c1e,Basic,27/10/2024,1,64,M,36.1,2,0,No,PayPal,Yes,2/5/2025,2
8547eff6-60dd-48bc-b88c-06edd0096471,Premium,18/02/2025,0,31,Other,12.5,4,2,Yes,PayPal,Yes,12/4/2025,2
d1c24ae5-a52f-4305-aefd-362016b125d5,Free Trial,27/11/2024,1,37,F,45,4,0,Yes,PayPal,Yes,27/04/2025,4
32397192-66be-43da-a5ec-9de6a6d38710,Standard,4/6/2023,0,39,M,49.3,6,3,No,Mobile Money,Yes,24/04/2025,4
b06b63cc-9d29-4627-9e7f-fa3133f51671,Premium,9/7/2023,1,28,M,23.7,11,0,No,Mobile Money,Yes,13/04/2025,1
1b422bf6-6973-4d15-83eb-3926a99a1e84,Free Trial,10/11/2024,1,44,F,37.7,6,1,No,Credit Card,Yes,1/5/2025,2
8cd55b09-302c-4694-a3f3-ef30d37ee706,Free Trial,19/06/2023,0,20,M,40.6,8,3,No,Credit Card,Yes,7/4/2025,4
667196ae-817c-44ed-8cba-24b960b290a3,Basic,11/3/2025,1,34,F,48.8,5,0,Yes,Credit Card,No,25/04/2025,3
ab7b83e4-7cd6-45cf-9024-5f62f650721f,Standard,20/08/2023,1,61,F,40.1,3,2,Yes,Mobile Money,Yes,8/4/2025,5
762ba1d0-c724-4b22-bd48-db5249281761,Standard,25/05/2024,1,45,F,15.6,5,0,Yes,PayPal,Yes,9/4/2025,4
2db8501d-a64d-480f-b9d7-63378933a9e4,Basic,28/09/2023,0,46,Other,32.1,1,0,Yes,Mobile Money,Yes,1/5/2025,1
3ab18212-28e6-4043-a358-a3e4fdd1530a,Basic,2/3/2025,1,38,Other,43.4,8,1,Yes,Mobile Money,Yes,20/04/2025,2
7b4690e2-43f7-419f-880f-adcea0e40795,Standard,21/01/2024,0,64,Other,52.6,6,2,Yes,Credit Card,Yes,1/5/2025,1
ae7cadcb-dc1c-4059-bfb5-3e1298160f3c,Standard,29/11/2023,1,33,F,30.7,4,2,No,Credit Card,No,21/04/2025,5
7d95335c-7ee9-4183-a7a1-77e189c7f73a,Premium,1/12/2024,0,54,F,72.8,7,1,No,Credit Card,No,17/04/2025,5
4e2739c2-cd6a-4937-a68c-4ac45a804a4f,Premium,10/7/2024,0,37,Other,11.6,1,1,Yes,PayPal,No,21/04/2025,1
74c90c19-6791-4fc8-ad19-55b5a09385b2,Basic,18/05/2024,1,23,M,31.5,7,1,Yes,PayPal,Yes,20/04/2025,4
9141597a-73e2-4154-9cd2-57d809992b40,Premium,12/8/2024,1,36,F,38.8,3,0,Yes,Mobile Money,Yes,12/4/2025,4
